BIOME_NAME,REALM,ECO_NAME,ECO_ID,flow_name,leaf,leaf_median,leaf_std
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Alto Paraná Atlantic forests,439,Barley_rf_ron_rt,11.108598709106444,6.195326328277588,13.187636375427246
Mangroves,Neotropic,Amazon-Orinoco-Southern Caribbean mangroves,611,Barley_rf_ron_rt,109.05006408691406,109.05006408691406,0.0
"Temperate Grasslands, Savannas & Shrublands",Afrotropic,Amsterdam-Saint Paul Islands temperate grasslands,67,Barley_rf_ron_rt,,,
Flooded Grasslands & Savannas,Palearctic,Amur meadow steppe,741,Barley_rf_ron_rt,0.9505305290222168,0.5456655025482178,0.9610265493392944
"Mediterranean Forests, Woodlands & Scrub",Palearctic,Anatolian conifer and deciduous mixed forests,786,Barley_rf_ron_rt,2.3051462173461914,1.9193365573883057,1.7994664907455444
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Andaman Islands rain forests,218,Barley_rf_ron_rt,,,
Montane Grasslands & Shrublands,Afrotropic,Angolan montane forest-grassland,77,Barley_rf_ron_rt,8.437049865722656,6.024940490722656,6.245423316955566
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Angolan mopane woodlands,34,Barley_rf_ron_rt,2.90728497505188,1.0399073362350464,4.6151299476623535
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Angolan scarp savanna and woodlands,35,Barley_rf_ron_rt,10.857189178466797,7.708226680755615,11.221989631652832
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Angolan wet miombo woodlands,36,Barley_rf_ron_rt,4.19045877456665,2.9618794918060303,3.65413236618042
Temperate Broadleaf & Mixed Forests,Nearctic,Appalachian-Blue Ridge forests,331,Barley_rf_ron_rt,13.274235725402832,10.17352294921875,10.211507797241213
Temperate Broadleaf & Mixed Forests,Nearctic,Appalachian mixed mesophytic forests,329,Barley_rf_ron_rt,16.065149307250977,10.93788242340088,13.447884559631348
Temperate Broadleaf & Mixed Forests,Nearctic,Appalachian Piedmont forests,330,Barley_rf_ron_rt,5.255669593811035,4.278702735900879,3.583940029144287
Temperate Broadleaf & Mixed Forests,Palearctic,Appenine deciduous montane forests,644,Barley_rf_ron_rt,14.041999816894531,13.508430480957031,6.314167022705078
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Apure-Villavicencio dry forests,520,Barley_rf_ron_rt,78.09587097167969,53.513431549072266,46.985626220703125
Deserts & Xeric Shrublands,Palearctic,Arabian sand desert,810,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Araucaria moist forests,440,Barley_rf_ron_rt,20.20161819458008,14.123465538024902,18.279787063598636
Deserts & Xeric Shrublands,Neotropic,Araya and Paria xeric scrub,597,Barley_rf_ron_rt,107.96387481689452,105.0273666381836,2.936511993408203
Temperate Conifer Forests,Nearctic,Arizona Mountains forests,346,Barley_rf_ron_rt,3.744495868682861,2.185054063796997,4.006187915802002
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,Arnhem Land tropical savanna,181,Barley_rf_ron_rt,2.4213006496429443,2.111023187637329,1.1687943935394287
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Ascension scrub and grasslands,37,Barley_rf_ron_rt,,,
Deserts & Xeric Shrublands,Neotropic,Atacama desert,598,Barley_rf_ron_rt,7.947579860687256,3.5755443572998047,8.2189302444458
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Atlantic Coast restingas,441,Barley_rf_ron_rt,9.026907920837402,0.9037436842918396,22.37477302551269
Deserts & Xeric Shrublands,Palearctic,Saharan Atlantic coastal desert,839,Barley_rf_ron_rt,,,
Temperate Conifer Forests,Nearctic,Atlantic coastal pine barrens,347,Barley_rf_ron_rt,1.8717395067214968,1.515987992286682,0.9524086713790894
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Congolian coastal forests,5,Barley_rf_ron_rt,,,
Temperate Broadleaf & Mixed Forests,Palearctic,European Atlantic mixed forests,664,Barley_rf_ron_rt,0.4648350477218628,0.2657788097858429,0.6132166981697083
Montane Grasslands & Shrublands,Australasia,Australian Alps montane grasslands,193,Barley_rf_ron_rt,6.98463249206543,6.230194568634033,4.030900001525879
Deserts & Xeric Shrublands,Palearctic,Azerbaijan shrub desert and steppe,812,Barley_rf_ron_rt,2.056734323501587,0.7602439522743225,3.000396728515625
Temperate Broadleaf & Mixed Forests,Palearctic,Azores temperate mixed forests,645,Barley_rf_ron_rt,,,
Deserts & Xeric Shrublands,Palearctic,Badghyz and Karabil semi-desert,813,Barley_rf_ron_rt,1.0531041622161863,0.477007120847702,1.4996023178100586
Mangroves,Neotropic,Bahamian-Antillean mangroves,612,Barley_rf_ron_rt,4.931929588317871,2.3518168926239014,17.59554100036621
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Bahia coastal forests,442,Barley_rf_ron_rt,29.265361785888672,27.236093521118164,16.98797035217285
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Bahia interior forests,443,Barley_rf_ron_rt,26.11607360839844,21.464265823364254,19.58310317993164
Deserts & Xeric Shrublands,Nearctic,Baja California desert,426,Barley_rf_ron_rt,3.0045511722564697,2.1617431640625,2.514086961746216
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Bajío dry forests,521,Barley_rf_ron_rt,5.997793197631836,3.469027519226074,6.037039756774902
Temperate Broadleaf & Mixed Forests,Palearctic,Balkan mixed forests,646,Barley_rf_ron_rt,3.2965424060821533,1.931632399559021,3.6003427505493164
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Balsas dry forests,522,Barley_rf_ron_rt,18.406599044799805,13.451211929321287,15.59116268157959
Temperate Broadleaf & Mixed Forests,Palearctic,Baltic mixed forests,647,Barley_rf_ron_rt,0.274857610464096,0.2460461258888244,0.1248753815889358
Deserts & Xeric Shrublands,Palearctic,Baluchistan xeric woodlands,814,Barley_rf_ron_rt,6.6012773513793945,2.5384037494659424,9.447834968566896
Tropical & Subtropical Moist Broadleaf Forests,Australasia,Banda Sea Islands moist deciduous forests,136,Barley_rf_ron_rt,,,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,Belizian pine savannas,564,Barley_rf_ron_rt,,,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,Beni savanna,565,Barley_rf_ron_rt,,,
Tropical & Subtropical Coniferous Forests,Nearctic,Bermuda subtropical conifer forests,325,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Australasia,Biak-Numfoor rain forests,137,Barley_rf_ron_rt,,,
Temperate Conifer Forests,Nearctic,Blue Mountains forests,348,Barley_rf_ron_rt,2.5569489002227783,1.932008147239685,2.206527709960937
Flooded Grasslands & Savannas,Palearctic,Bohai Sea saline meadow,742,Barley_rf_ron_rt,1.338759422302246,1.3886091709136963,0.2819441556930542
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Bolivian montane dry forests,523,Barley_rf_ron_rt,35.83066940307617,28.395034790039062,25.44165802001953
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Bolivian Yungas,444,Barley_rf_ron_rt,66.2458724975586,65.19677734375,32.98192596435547
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Borneo lowland rain forests,219,Barley_rf_ron_rt,117.78813934326172,138.13970947265625,30.414365768432617
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Borneo peat swamp forests,221,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Brahmaputra Valley semi-evergreen forests,222,Barley_rf_ron_rt,18.239625930786133,7.15412187576294,23.124923706054688
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,Brigalow tropical savanna,182,Barley_rf_ron_rt,2.89616060256958,1.4439293146133425,4.2375311851501465
Temperate Conifer Forests,Nearctic,British Columbia coastal conifer forests,349,Barley_rf_ron_rt,25.483198165893555,20.01524543762207,23.24100685119629
Tropical & Subtropical Moist Broadleaf Forests,Australasia,Buru rain forests,138,Barley_rf_ron_rt,101.78396606445312,101.78396606445312,1.4210854715202004e-14
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Caatinga,525,Barley_rf_ron_rt,9.823006629943848,5.570821762084961,12.271780967712402
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Caatinga Enclaves moist forests,445,Barley_rf_ron_rt,1.0573084354400637,1.0573084354400637,0.0
Temperate Conifer Forests,Palearctic,Caledon conifer forests,691,Barley_rf_ron_rt,6.375999450683594,1.3129312992095947,9.274516105651855
"Temperate Grasslands, Savannas & Shrublands",Nearctic,California Central Valley grasslands,385,Barley_rf_ron_rt,1.007512092590332,0.3912945389747619,1.5388754606246948
"Mediterranean Forests, Woodlands & Scrub",Nearctic,California coastal sage and chaparral,422,Barley_rf_ron_rt,3.367019891738892,2.573286533355713,2.747642517089844
"Mediterranean Forests, Woodlands & Scrub",Nearctic,California interior chaparral and woodlands,423,Barley_rf_ron_rt,5.235169410705566,4.190699100494385,3.996781826019287
"Mediterranean Forests, Woodlands & Scrub",Nearctic,California montane chaparral and woodlands,424,Barley_rf_ron_rt,6.188697814941406,5.342092037200928,4.28952693939209
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Cameroon Highlands forests,2,Barley_rf_ron_rt,27.578289031982425,23.562679290771484,19.78739356994629
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,Campos Rupestres montane savanna,566,Barley_rf_ron_rt,21.95444107055664,17.3645076751709,17.545005798339844
"Temperate Grasslands, Savannas & Shrublands",Nearctic,Canadian Aspen forests and parklands,386,Barley_rf_ron_rt,0.3791048526763916,0.2803705036640167,0.273633748292923
"Mediterranean Forests, Woodlands & Scrub",Palearctic,Canary Islands dry woodlands and forests,787,Barley_rf_ron_rt,8.623191833496094,8.829827308654785,4.125978946685791
Temperate Broadleaf & Mixed Forests,Palearctic,Cantabrian mixed forests,648,Barley_rf_ron_rt,6.85786247253418,5.4162917137146,5.6312689781188965
"Temperate Grasslands, Savannas & Shrublands",Australasia,Canterbury-Otago tussock grasslands,190,Barley_rf_ron_rt,1.918742537498474,1.2289499044418335,1.941145658493042
Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,Cape Verde Islands dry forests,31,Barley_rf_ron_rt,,,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,Cape York Peninsula tropical savanna,183,Barley_rf_ron_rt,18.1638126373291,17.645828247070312,12.979628562927246
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Caqueta moist forests,446,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Cardamom Mountains rain forests,223,Barley_rf_ron_rt,,,
Deserts & Xeric Shrublands,Neotropic,Caribbean shrublands,599,Barley_rf_ron_rt,,,
Deserts & Xeric Shrublands,Australasia,Carnarvon xeric shrublands,207,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Oceania,Carolines tropical moist forests,618,Barley_rf_ron_rt,,,
Temperate Conifer Forests,Palearctic,Carpathian montane forests,692,Barley_rf_ron_rt,3.531385898590088,3.183661937713623,2.2988240718841557
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Australasia,Carpentaria tropical savanna,184,Barley_rf_ron_rt,2.191046476364136,1.549144268035889,1.8012229204177856
Temperate Broadleaf & Mixed Forests,Palearctic,Caspian Hyrcanian mixed forests,649,Barley_rf_ron_rt,3.4958059787750244,1.2553004026412964,6.2634782791137695
Deserts & Xeric Shrublands,Palearctic,Caspian lowland desert,815,Barley_rf_ron_rt,0.1149554550647735,0.1014672368764877,0.0599933750927448
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Catatumbo moist forests,447,Barley_rf_ron_rt,51.9107666015625,39.08998107910156,34.11052322387695
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Cauca Valley dry forests,526,Barley_rf_ron_rt,81.31548309326172,82.59217834472656,34.780765533447266
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cauca Valley montane forests,448,Barley_rf_ron_rt,77.84700012207031,79.12122344970703,39.57075119018555
Temperate Broadleaf & Mixed Forests,Palearctic,Caucasus mixed forests,650,Barley_rf_ron_rt,9.653751373291016,6.810276985168457,9.059548377990724
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cayos Miskitos-San Andrés and Providencia moist forests,449,Barley_rf_ron_rt,,,
Temperate Broadleaf & Mixed Forests,Palearctic,Celtic broadleaf forests,651,Barley_rf_ron_rt,1.6674206256866455,0.6189965605735779,3.00691556930542
Deserts & Xeric Shrublands,Palearctic,Central Afghan Mountains xeric woodlands,816,Barley_rf_ron_rt,1.6186929941177368,0.8959932327270508,2.093669891357422
Mangroves,Afrotropic,Central African mangroves,111,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Central American Atlantic moist forests,450,Barley_rf_ron_rt,48.81641006469727,38.40342330932617,24.57220268249512
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Central American dry forests,527,Barley_rf_ron_rt,45.564239501953125,36.18638610839844,32.154296875
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Central American montane forests,451,Barley_rf_ron_rt,41.12783050537109,33.56501007080078,26.43849372863769
Tropical & Subtropical Coniferous Forests,Neotropic,Central American pine-oak forests,553,Barley_rf_ron_rt,35.76230239868164,31.29608154296875,24.777759552001957
"Temperate Grasslands, Savannas & Shrublands",Palearctic,Central Anatolian steppe,725,Barley_rf_ron_rt,0.3742152452468872,0.2240142524242401,0.4109467267990112
Temperate Broadleaf & Mixed Forests,Palearctic,Central Anatolian steppe and woodlands,652,Barley_rf_ron_rt,0.7701308727264404,0.4330288767814636,0.8763547539710999
Temperate Conifer Forests,Nearctic,Central-Southern Cascades Forests,352,Barley_rf_ron_rt,11.825227737426758,8.70274829864502,10.385594367980955
"Temperate Grasslands, Savannas & Shrublands",Nearctic,Central-Southern US mixed grasslands,389,Barley_rf_ron_rt,1.7875182628631592,1.6374328136444092,0.7101460099220276
Montane Grasslands & Shrublands,Neotropic,Central Andean dry puna,587,Barley_rf_ron_rt,6.488954544067383,0.7699850797653198,13.854310035705566
Montane Grasslands & Shrublands,Neotropic,Central Andean puna,588,Barley_rf_ron_rt,18.57601356506348,11.521475791931152,18.98603057861328
Montane Grasslands & Shrublands,Neotropic,Central Andean wet puna,589,Barley_rf_ron_rt,48.44358444213867,37.21733474731445,35.30280303955078
Deserts & Xeric Shrublands,Palearctic,Central Asian northern desert,817,Barley_rf_ron_rt,0.1637026369571685,0.0846292972564697,0.2726525962352752
Deserts & Xeric Shrublands,Palearctic,Central Asian riparian woodlands,818,Barley_rf_ron_rt,0.1408937126398086,0.1299850344657898,0.0779709294438362
Deserts & Xeric Shrublands,Palearctic,Central Asian southern desert,819,Barley_rf_ron_rt,0.1640172451734542,0.15525583922863,0.0700656473636627
Temperate Conifer Forests,Nearctic,Central British Columbia Mountain forests,350,Barley_rf_ron_rt,0.982918620109558,0.63496333360672,0.975866675376892
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Central bushveld,38,Barley_rf_ron_rt,4.261842727661133,1.8710496425628664,5.833059310913086
Boreal Forests/Taiga,Nearctic,Central Canadian Shield forests,370,Barley_rf_ron_rt,0.5774237513542175,0.4503142833709717,0.4025294184684753
Temperate Broadleaf & Mixed Forests,Palearctic,Central China Loess Plateau mixed forests,653,Barley_rf_ron_rt,7.57524299621582,5.710474967956543,6.351187229156494
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Central Congolian lowland forests,3,Barley_rf_ron_rt,,,
Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,Central Deccan Plateau dry deciduous forests,290,Barley_rf_ron_rt,2.561368942260742,1.7757353782653809,2.600642204284668
Temperate Broadleaf & Mixed Forests,Palearctic,Central European mixed forests,654,Barley_rf_ron_rt,0.3868710398674011,0.2270981073379516,0.4528914093971252
"Temperate Grasslands, Savannas & Shrublands",Nearctic,Central US forest-grasslands transition,387,Barley_rf_ron_rt,2.643266201019287,1.95050847530365,2.036911725997925
Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,Central Indochina dry forests,291,Barley_rf_ron_rt,24.832565307617188,21.443958282470703,18.79548454284668
Temperate Broadleaf & Mixed Forests,Palearctic,Central Korean deciduous forests,655,Barley_rf_ron_rt,33.46348571777344,29.27060317993164,24.71324348449707
Deserts & Xeric Shrublands,Nearctic,Central Mexican matorral,427,Barley_rf_ron_rt,5.291713714599609,3.608331918716431,4.865622997283936
Temperate Conifer Forests,Nearctic,Central Pacific Northwest coastal forests,351,Barley_rf_ron_rt,20.33621025085449,17.429105758666992,14.302019119262695
Deserts & Xeric Shrublands,Palearctic,Central Persian desert basins,820,Barley_rf_ron_rt,0.3155348896980285,0.1390135288238525,0.5758048892021179
Tropical & Subtropical Moist Broadleaf Forests,Oceania,Central Polynesian tropical moist forests,619,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Australasia,Central Range Papuan montane rain forests,139,Barley_rf_ron_rt,62.93487930297852,59.03688049316406,37.91405487060547
Montane Grasslands & Shrublands,Australasia,Papuan Central Range sub-alpine grasslands,195,Barley_rf_ron_rt,66.26876831054688,60.83341598510742,36.577423095703125
Deserts & Xeric Shrublands,Australasia,Central Ranges xeric scrub,208,Barley_rf_ron_rt,,,
"Temperate Grasslands, Savannas & Shrublands",Nearctic,Central Tallgrass prairie,388,Barley_rf_ron_rt,2.3521921634674072,2.167402505874634,1.2883394956588743
Montane Grasslands & Shrublands,Palearctic,Central Tibetan Plateau alpine steppe,750,Barley_rf_ron_rt,0.9337964057922364,0.2082897871732711,1.6399738788604736
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,Central Zambezian wet miombo woodlands,39,Barley_rf_ron_rt,5.919812202453613,3.000816345214844,8.563861846923828
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,Cerrado,567,Barley_rf_ron_rt,8.981169700622559,5.3966064453125,9.351612091064451
Temperate Broadleaf & Mixed Forests,Palearctic,Changbai Mountains mixed forests,656,Barley_rf_ron_rt,14.482319831848145,9.785651206970217,14.213045120239258
Temperate Broadleaf & Mixed Forests,Palearctic,Changjiang Plain evergreen forests,657,Barley_rf_ron_rt,15.241643905639648,5.0675368309021,19.50899124145508
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Chao Phraya freshwater swamp forests,224,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Chao Phraya lowland moist deciduous forests,225,Barley_rf_ron_rt,5.602523326873779,5.307540893554688,1.3835906982421875
Temperate Broadleaf & Mixed Forests,Australasia,Chatham Island temperate forests,167,Barley_rf_ron_rt,1.0852880477905271,1.4064180850982666,0.5875600576400757
Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,Chhota-Nagpur dry deciduous forests,292,Barley_rf_ron_rt,5.517272472381592,3.4717979431152344,7.1696648597717285
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Chiapas Depression dry forests,528,Barley_rf_ron_rt,22.190128326416016,20.09757232666016,16.01610565185547
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Chiapas montane forests,452,Barley_rf_ron_rt,44.56207275390625,40.22452163696289,18.023542404174805
Deserts & Xeric Shrublands,Nearctic,Chihuahuan desert,428,Barley_rf_ron_rt,4.452422142028809,2.7059874534606934,4.972980976104736
"Mediterranean Forests, Woodlands & Scrub",Neotropic,Chilean Matorral,596,Barley_rf_ron_rt,3.2676355838775635,2.292100191116333,3.0397770404815674
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Chimalapas montane forests,453,Barley_rf_ron_rt,39.836910247802734,41.03276824951172,13.4573335647583
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Chin Hills-Arakan Yoma montane forests,226,Barley_rf_ron_rt,76.97769927978516,78.61930847167969,27.68218231201172
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Chiquitano dry forests,529,Barley_rf_ron_rt,32.988807678222656,17.030391693115234,19.40597152709961
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Chocó-Darién moist forests,454,Barley_rf_ron_rt,108.38658142089844,128.8289337158203,36.73252487182617
Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,Christmas and Cocos Islands tropical forests,227,Barley_rf_ron_rt,,,
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,Clipperton Island shrub and grasslands,568,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cocos Island moist forests,455,Barley_rf_ron_rt,,,
Deserts & Xeric Shrublands,Nearctic,Colorado Plateau shrublands,429,Barley_rf_ron_rt,2.121081829071045,1.1306822299957275,2.370716094970703
Temperate Conifer Forests,Nearctic,Colorado Rockies forests,353,Barley_rf_ron_rt,2.412393093109131,1.7569211721420288,2.22124457359314
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Comoros forests,4,Barley_rf_ron_rt,,,
Boreal Forests/Taiga,Nearctic,Cook Inlet taiga,371,Barley_rf_ron_rt,0.166230246424675,0.1227325946092605,0.1308379620313644
Tropical & Subtropical Moist Broadleaf Forests,Oceania,Cook Islands tropical moist forests,620,Barley_rf_ron_rt,,,
"Mediterranean Forests, Woodlands & Scrub",Australasia,Coolgardie woodlands,197,Barley_rf_ron_rt,0.058818019926548,0.0596879757940769,0.0183269307017326
Boreal Forests/Taiga,Nearctic,Copper Plateau taiga,372,Barley_rf_ron_rt,0.8000860214233398,0.1198730766773223,1.2263743877410889
Montane Grasslands & Shrublands,Neotropic,Cordillera Central páramo,590,Barley_rf_ron_rt,35.152584075927734,34.71637344360352,18.675004959106445
Montane Grasslands & Shrublands,Neotropic,Cordillera de Merida páramo,591,Barley_rf_ron_rt,36.76607894897461,24.569345474243164,25.36379051208496
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cordillera La Costa montane forests,456,Barley_rf_ron_rt,55.40522766113281,44.63267517089844,30.51680564880371
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cordillera Oriental montane forests,457,Barley_rf_ron_rt,80.74336242675781,78.10428619384766,40.80102157592773
"Mediterranean Forests, Woodlands & Scrub",Palearctic,Corsican montane broadleaf and mixed forests,788,Barley_rf_ron_rt,16.115867614746094,14.945106506347656,5.872555255889893
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Costa Rican seasonal moist forests,458,Barley_rf_ron_rt,64.67493438720703,56.77734756469727,32.72199630737305
"Mediterranean Forests, Woodlands & Scrub",Palearctic,Crete Mediterranean forests,789,Barley_rf_ron_rt,12.262128829956056,9.22891902923584,6.538381576538086
Temperate Broadleaf & Mixed Forests,Palearctic,Crimean Submediterranean forest complex,658,Barley_rf_ron_rt,4.273062229156494,2.366374015808105,4.403657913208008
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Cross-Niger transition forests,6,Barley_rf_ron_rt,,,
Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,Cross-Sanaga-Bioko coastal forests,7,Barley_rf_ron_rt,27.62265968322754,31.364303588867188,9.25449562072754
"Temperate Grasslands, Savannas & Shrublands",Nearctic,Cross-Timbers savanna-woodland,390,Barley_rf_ron_rt,3.6696486473083496,3.043663263320923,1.9829634428024288
Deserts & Xeric Shrublands,Neotropic,Cuban cactus scrub,600,Barley_rf_ron_rt,28.146883010864254,28.146883010864254,3.552713678800501e-15
Tropical & Subtropical Dry Broadleaf Forests,Neotropic,Cuban dry forests,530,Barley_rf_ron_rt,28.146883010864254,28.146883010864254,3.552713678800501e-15
Tropical & Subtropical Moist Broadleaf Forests,Neotropic,Cuban moist forests,459,Barley_rf_ron_rt,28.146883010864254,28.146883010864254,3.552713678800501e-15
Tropical & Subtropical Coniferous Forests,Neotropic,Cuban pine forests,554,Barley_rf_ron_rt,,,
Flooded Grasslands & Savannas,Neotropic,Cuban wetlands,579,Barley_rf_ron_rt,,,
"Mediterranean Forests, Woodlands & Scrub",Palearctic,Cyprus Mediterranean forests,790,Barley_rf_ron_rt,1.8677382469177248,1.1370714902877808,1.9245156049728396
Temperate Conifer Forests,Palearctic,Da Hinggan-Dzhagdy Mountains conifer forests,693,Barley_rf_ron_rt,2.266716480255127,1.7249855995178225,1.787484884262085
Temperate Broadleaf & Mixed Forests,Palearctic,Daba Mountains evergreen forests,659,Barley_rf_ron_rt,33.38694381713867,31.707902908325195,18.904504776000977
"Temperate Grasslands, Savannas & Shrublands",Palearctic,Daurian forest steppe,726,Barley_rf_ron_rt,1.1788676977157593,0.9158753752708436,0.8363078832626343
Deserts & Xeric Shrublands,Indomalayan,Deccan thorn scrub forests,315,Barley_rf_ron_rt,2.3914527893066406,1.449315905570984,2.6324024200439453
Temperate Broadleaf & Mixed Forests,Palearctic,Dinaric Mountains mixed forests,660,Barley_rf_ron_rt,12.86256504058838,10.459010124206545,9.40045166015625
Deserts & Xeric Shrublands,Afrotropic,Djibouti xeric shrublands,92,Barley_rf_ron_rt,15.088029861450195,8.41594123840332,15.476666450500488
